Identifiant unique ,Données renseignées de l'AMAP ,,,,,"Commune, code commune INSEE",,Bassin de vie,,Zone d'emploi,,Coordonnées,,Autre,
id,amap,adresse,rue,code_postal,commune_renseignee,commune_corrigee,CODGEO,BV2022,LIBBV2022,ZE2020,LIBZE2020,latitude,longitude,doublon (1 si oui),Rq
id_1199,Amap Blomet Grands Prés - Vaugirard,"210 Rue de Vaugirard
75015
Paris",210 Rue de Vaugirard,CP_75015,Paris,PARIS 15,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8412227","2,3063465",,
id_1200,"
Amap Champs Libres","96 Rue Fernand Desmazieres
62131
Verquin",96 Rue Fernand Desmazieres,CP_62131,Verquin,Verquin,CI_62848,BV_62119,Béthune,ZE_3205,Béthune,"50,5028362","2,6402919",,
id_1201,"
Amap De La Bugallière","Rue du Pont Marchand
44700
Orvault",Rue du Pont Marchand,CP_44700,Orvault,Orvault,CI_44114,BV_44109,Nantes,ZE_5216,Nantes,"47,2647414","-1,6316454",,
id_1202,Amap De L'Hippodrome,"Bld Des Tribunes Nantes Nord
44300
Nantes",Bld Des Tribunes Nantes Nord,CP_44300,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,47.2501664,-1.568876,,
id_1203,"
Amap De L'Ile","8 Rue Vincent Gâche Ile De Nantes
44200
Nantes",8 Rue Vincent Gâche Ile De Nantes,CP_44200,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,47.207048,-1.5462102,,
id_1204,"
Amap Des Deux Rives","10 Rue De La Cateline
77250
Écuelles",10 Rue De La Cateline,CP_77250,Écuelles,Moret-Loing-et-Orvanne,CI_77316,BV_77316,Moret-Loing-et-Orvanne,ZE_1105,Fontainebleau-Nemours,"48,3519978","2,8217701",,
id_1205,"
Amap Des Lapereaux Des Thermophyles","29 Boulevard Brune
75014
Paris",29 Boulevard Brune,CP_75014,Paris,PARIS 14,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8273432","2,3078197",,
id_1206,"
Amap Des Locavores Nantais","10, Rue De Savenay Hauts-Pavés Saint-Félix
44000
Nantes","10, Rue De Savenay Hauts-Pavés Saint-Félix",CP_44000,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,"47,2222807","-1,5608385",,
id_1207,"
Amap Des Olivettes","21 Rue Des Olivettes Centre Ville
44000
Nantes",21 Rue Des Olivettes Centre Ville,CP_44000,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,"47,2114665","-1,5496488",,
id_1208,"
Amap Des Rives De Garonne","Allees Garros
33210
Langon",Allees Garros,CP_33210,Langon,Langon,CI_33227,BV_33227,Langon,ZE_7514,Langon,"44,5488849","-0,2488476",,
id_1209,Amap Des Trognons De La Nation,"8 Impasse Crozatier
75012
Paris",8 Impasse Crozatier,CP_75012,Paris,PARIS 12,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8484106","2,379556",,
id_1210,"
Amap Doulon","19 Rue Corentin Bourveau Doulon-Bottière
44300
Nantes",19 Rue Corentin Bourveau Doulon-Bottière,CP_44300,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,"47,2276856","-1,5208152",,
id_1211,Amap Du Boucau,"Mairie
64340
Boucau",Mairie,CP_64340,Boucau,Boucau,CI_64140,BV_64102,Bayonne,ZE_7503,Bayonne,"43,7858655","-1,401064871",,
id_1212,Amap Du Chêne D'Aron,"3 Rue De L'Héronnière Centre Ville
44000
Nantes",3 Rue De L'Héronnière Centre Ville,CP_44000,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,"47,2122278","-1,5610464",,
id_1213,"
Amap Du Grand Blottereau","Bld Auguste Peneau Doulon-Bottière
44300
Nantes",Bld Auguste Peneau Doulon-Bottière,CP_44300,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,47.2342998,-1.5044202,,
id_1214,"
Amap Élément Terre","17 Rue de l'Avre
75015
Paris",17 Rue de l'Avre,CP_75015,Paris,PARIS 15,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8479752","2,2978122",,
id_1215,"
Amap L'Aneth","156 Avenue de Fontainebleau (Veneux-les-Sablons)
77250
Moret-Loing-et-Orvanne",156 Avenue de Fontainebleau (Veneux-les-Sablons),CP_77250,Moret-Loing-et-Orvanne,Moret-Loing-et-Orvanne,CI_77316,BV_77316,Moret-Loing-et-Orvanne,ZE_1105,Fontainebleau-Nemours,"48,3777937","2,7860531",,
id_1216,"
Amap Le Panier De Marie Groette","597 Rue Emile Basly
62700
Bruay-la-Buissière",597 Rue Emile Basly,CP_62700,Bruay-la-Buissière,Bruay-la-Buissière,CI_62178,BV_62178,Bruay-la-Buissière,ZE_3205,Béthune,"50,486133","2,531919608",,
id_1217,"
Amap Le Panier Des Vignes","Route du Stade
33650
Saint-Morillon",Route du Stade,CP_33650,Saint-Morillon,Saint-Morillon,CI_33454,BV_33213,La Brède,ZE_7505,Bordeaux,"44,6336408","-0,5089865",,
id_1218,"
Amap Le Stendhal","5 Rue Erard
75012
Paris",5 Rue Erard,CP_75012,Paris,PARIS 12,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8453737","2,3841473",,
id_1219,"
Amap Les Petites Ecuries","6 Cour des Petites Ecuries
75010
Paris",6 Cour des Petites Ecuries,CP_75010,Paris,PARIS 10,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8724923","2,3534489",,
id_1220,"
Amap Liberté","8 Rue De La Constitution Chantenay-Bellevue
44100
Nantes",8 Rue De La Constitution Chantenay-Bellevue,CP_44100,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,"47,2060601","-1,5892138",,
id_1221,"
Amap Longchamp","5 Rue du Chemin Vert
92150
Suresnes",5 Rue du Chemin Vert,CP_92150,Suresnes,Suresnes,CI_92073,BV_75056,Paris,ZE_1109,Paris,"48,864565","2,2228522",,
id_1222,"
Amap Montrouge","70 Avenue de la Marne
92120
Montrouge",70 Avenue de la Marne,CP_92120,Montrouge,Montrouge,CI_92049,BV_75056,Paris,ZE_1109,Paris,"48,8160856","2,3069237",,
id_1223,"
Amap Petit Breton","103 Rue Du Corps De Garde Dervallières-Zola
44100
Nantes",103 Rue Du Corps De Garde Dervallières-Zola,CP_44100,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,"47,2159092","-1,5989676",,
id_1224,Amap Poissons - Groupe Du Tillay,"11 Rue de Tillay
44800
Saint-Herblain",11 Rue de Tillay,CP_44800,Saint-Herblain,Saint-Herblain,CI_44162,BV_44109,Nantes,ZE_5216,Nantes,47.2233007,-1.6346964,,
id_1225,Amap Poissons Calipazo,"Rue Des Droits De L'Homme Bellevue-Chantenay
44100
Nantes",Rue Des Droits De L'Homme Bellevue-Chantenay,CP_44100,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,"47,204794","-1,5895187",,
id_1226,"
Amap Saint-Félix","39 Rue Félix Thomas Hauts-Pavés Saint-Félix
44000
Nantes",39 Rue Félix Thomas Hauts-Pavés Saint-Félix,CP_44000,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,"47,2313553","-1,5526672",,
id_1227,"
Amap Trentemousine","2 Rue Jean Jouneau
44400
Rezé",2 Rue Jean Jouneau,CP_44400,Rezé,Rezé,CI_44143,BV_44109,Nantes,ZE_5216,Nantes,"47,1948563","-1,580589",,
id_1228,"
Amap Zola","11 Rue Du Prinquiau Dervallières-Zola
44100
Nantes",11 Rue Du Prinquiau Dervallières-Zola,CP_44100,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,"47,2122459","-1,5876818",,
id_1229,Amap'Loue,"1 Rue de l'Eglise
25440
Quingey",1 Rue de l'Eglise,CP_25440,Quingey,Quingey,CI_25475,BV_25056,Besançon,ZE_2706,Besançon,"47,1031331","5,8830143",,
id_1230,"Le Miam, L'Amap De Malakoff","26 Avenue Pierre Larousse
92240
Malakoff",26 Avenue Pierre Larousse,CP_92240,Malakoff,Malakoff,CI_92046,BV_75056,Paris,ZE_1109,Paris,"48,8231627","2,302839",,
id_1231,Les Amis De L'Amap De La Prime,"5 Place Alexandre Vincent Hauts-Pavés Saint-Félix
44100
Nantes",5 Place Alexandre Vincent Hauts-Pavés Saint-Félix,CP_44100,Nantes,Nantes,CI_44109,BV_44109,Nantes,ZE_5216,Nantes,47.2325338,-1.5769294,,
id_1232,Naturamapporte,"49130
Sainte-Gemmes-Sur-Loire",,CP_49130,Sainte-Gemmes-Sur-Loire,Sainte-Gemmes-sur-Loire,CI_49278,BV_49007,Angers,ZE_5202,Angers,"47,4243064","-0,5587967",,
id_1233,"
Amap Alternatibar","126 Montée de la Grande Côte
69001
Lyon",126 Montée de la Grande Côte,CP_69001,Lyon,LYON 01,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7692341","4,8319667",,double ? 
id_1234,"
Amap Amapoêle","1 Rue de la Métairie
35520
La Chapelle-des-Fougeretz",1 Rue de la Métairie,CP_35520,La Chapelle-des-Fougeretz,La Chapelle-des-Fougeretz,CI_35059,BV_35238,Rennes,ZE_5315,Rennes,"48,1789361","-1,7332867",,
id_1235,Amap De La Jarne Au Potager De La Jarne,"Au Potager De La Jarne Route De Salles Sur Mer
17220
La Jarne",Au Potager De La Jarne Route De Salles Sur Mer,CP_17220,La Jarne,La Jarne,CI_17193,BV_17300,La Rochelle,ZE_7512,La Rochelle,46.128611,-1.072778,,
id_1236,"
Amap De Marans","Marché Couvert, Place Des Halles
17230
Marans","Marché Couvert, Place Des Halles",CP_17230,Marans,Marans,CI_17218,BV_17218,Marans,ZE_7512,La Rochelle,46.3111518,-0.9938556,,
id_1237,"
Amap De Paillet","Salle Polyvalente
33550
Paillet",Salle Polyvalente,CP_33550,Paillet,Paillet,CI_33311,BV_33226,Langoiran,ZE_7514,Langon,"44,6856854","-0,3644302134",,
id_1238,Amap Des Deux Mains,"Rue Du Lieutenant Botton (Angle Rue De La Mare)
17139
Dompierre-Sur-Mer",Rue Du Lieutenant Botton (Angle Rue De La Mare),CP_17139,Dompierre-Sur-Mer,Dompierre-sur-Mer,CI_17142,BV_17300,La Rochelle,ZE_7512,La Rochelle,46.1880187,-1.0623745,,
id_1239,"
Amap Des Sablons","Rue Paul Vaillant Couturier
60110
Méru",Rue Paul Vaillant Couturier,CP_60110,Méru,Méru,CI_60395,BV_60395,Méru,ZE_0054,Beauvais,"49,2298998","2,134207",,
id_1240,Amap Désir De Bio,"Place de la Vignasse
06560
Valbonne",Place de la Vignasse,CP_06560,Valbonne,Valbonne,CI_06152,BV_06029,Cannes,ZE_9304,Cannes,43.641141,7.0086255,,
id_1241,"
Amap Du Court’Ille","Livraison À Domicile
35440
Montreuil-Sur-Ille",Livraison À Domicile,CP_35440,Montreuil-Sur-Ille,Montreuil-sur-Ille,CI_35195,BV_35251,Saint-Aubin-d'Aubigné,ZE_5315,Rennes,48.306459,-1.6710597,,
id_1242,"
Amap Île Verte","Distribution Actuellement À L'Ecole Du Pont
70000
Echenoz-La-Meline",Distribution Actuellement À L'Ecole Du Pont,CP_70000,Echenoz-La-Meline,Echenoz-la-Méline,CI_70207,BV_70550,Vesoul,ZE_2718,Vesoul,47.6008519,6.1379125,,
id_1243,Amap La Croc'Cinelle De La Risle,"Lieu Dit la Vavassorie
61300
Saint-Sulpice-sur-Risle",Lieu Dit la Vavassorie,CP_61300,Saint-Sulpice-sur-Risle,Saint-Sulpice-sur-Risle,CI_61456,BV_61214,L'Aigle,ZE_2812,L'Aigle,48.7997821,0.6310056,,
id_1244,"
Amap Le Panier D'Argenteuil","2 Avenue Gabriel Peri
95100
Argenteuil",2 Avenue Gabriel Peri,CP_95100,Argenteuil,Argenteuil,CI_95018,BV_75056,Paris,ZE_1109,Paris,"48,9417007","2,2534886",,
id_1245,"
Amap Tasdon Paysanne","Cadit De Tasdon, 38 Rue Des Frênes
17000
La Rochelle","Cadit De Tasdon, 38 Rue Des Frênes",CP_17000,La Rochelle,La Rochelle,CI_17300,BV_17300,La Rochelle,ZE_7512,La Rochelle,46.1423444,-1.1412283,,
id_1246,Graines De Soleil,"Chemin de l'Etang
13220
Châteauneuf-les-Martigues",Chemin de l'Etang,CP_13220,Châteauneuf-les-Martigues,Châteauneuf-les-Martigues,CI_13026,BV_13054,Marignane,ZE_9313,Martigues-Salon,"43,3932131","5,1508099",,
id_1247,"
Point Collecte Amap Château Rouge Annemasse","74100
Annemasse",,CP_74100,Annemasse,Annemasse,CI_74012,BV_74012,Annemasse,ZE_8416,Le Genevois Français,"46,1934005","6,2341093",,
id_1248,Amap,"24 Rue Beaubourg
75003
Paris",24 Rue Beaubourg,CP_75003,Paris,PARIS 03,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8615587","2,3538043",,
id_1249,"
Amap 360 Degrès Sud","Avenue de Sévigné
93390
Clichy-sous-Bois",Avenue de Sévigné,CP_93390,Clichy-sous-Bois,Clichy-sous-Bois,CI_93014,BV_75056,Paris,ZE_1109,Paris,"48,9137207","2,5453942",,
id_1250,Amap De La Chapelle - Jardin Partagé Ecobox,"Impasse de la Chapelle
75018
Paris",Impasse de la Chapelle,CP_75018,Paris,PARIS 18,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8926803","2,3586437",,
id_1251,"
Amap Les Cagettes Larziacoises","Halle Sncf Paté De Lardy
91510
Lardy",Halle Sncf Paté De Lardy,CP_91510,Lardy,Lardy,CI_91330,BV_91226,Étréchy,ZE_1103,Etampes,48.5337537,2.2892359,,
id_1252,"
1001 Feuilles","94300
Vincennes",,CP_94300,Vincennes,Vincennes,CI_94080,BV_75056,Paris,ZE_1109,Paris,"48,8474508","2,4396714",,
id_1253,Agir - L'Âge Des Initiatives Responsables,"34160
Saint-Bauzille-de-Montmel",,CP_34160,Saint-Bauzille-de-Montmel,Saint-Bauzille-de-Montmel,CI_34242,BV_34276,Saint-Mathieu-de-Tréviers,ZE_7616,Montpellier,"43,7707441","3,9570777",,
id_1254,"
Ah Ma Pomme","92370
Chaville",,CP_92370,Chaville,Chaville,CI_92022,BV_75056,Paris,ZE_1109,Paris,"48,8086915","2,1883487",,
id_1255,"
Alliance Champagne-Ardennes","39 Avenue Paul Chandon
51200
Épernay",39 Avenue Paul Chandon,CP_51200,Épernay,Épernay,CI_51230,BV_51230,Épernay,ZE_4406,Épernay,"49,0385587","3,9525905",,
id_1256,Alliance Eure,"16 Rue Nagel Le Menillet
27190
Nogent Le Sec",16 Rue Nagel Le Menillet,CP_27190,Nogent Le Sec,Nogent-le-Sec,CI_27436,BV_27165,Conches-en-Ouche,ZE_2808,Evreux,48.9216903,1.0030119,,
id_1257,"
Alliance Paysans Ecologistes Consommateu","69002
Lyon",,CP_69002,Lyon,LYON 02,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7578137","4,8320114",,
id_1258,"
Alliance Provence Pec","17 Rue Melchior
83000
Toulon",17 Rue Melchior,CP_83000,Toulon,Toulon,CI_83137,BV_83137,Toulon,ZE_9318,Toulon,"43,131487","5,937120446",,
id_1259,"
Alpage","114 Boulevard du 11 Novembre 1918
69100
Villeurbanne",114 Boulevard du 11 Novembre 1918,CP_69100,Villeurbanne,Villeurbanne,CI_69266,BV_69123,Lyon,ZE_8421,Lyon,"45,7784373","4,8713324",,
id_1260,"
Alter Conso","8 Rue Saint Théodore
69003
Lyon",8 Rue Saint Théodore,CP_69003,Lyon,LYON 03,CI_69123,BV_69123,Lyon,ZE_8421,Lyon,"45,7494334","4,8634977",,
id_1261,Amap,"Rue Pasteur
80240
Roisel",Rue Pasteur,CP_80240,Roisel,Roisel,CI_80677,BV_80620,Péronne,ZE_3220,Saint-Quentin,"49,9458308","3,1002596",,
id_1262,Amap,"26120
Chabeuil",,CP_26120,Chabeuil,Chabeuil,CI_26064,BV_26064,Chabeuil,ZE_8431,Valence,"44,9003613","5,0187071",,
id_1263,Amap,"Allee d'Halver
59330
Hautmont",Allee d'Halver,CP_59330,Hautmont,Hautmont,CI_59291,BV_59392,Maubeuge,ZE_3217,Maubeuge,"50,2556362","3,9040353",,
id_1264,Amap,"60560
Laigneville",,CP_60560,Laigneville,Laigneville,CI_60342,BV_60175,Creil,ZE_3211,Creil,"49,2956967","2,4447527",,
id_1265,Amap,"25 Avenue Jean Jaurès
60700
Pont-Sainte-Maxence",25 Avenue Jean Jaurès,CP_60700,Pont-Sainte-Maxence,Pont-Sainte-Maxence,CI_60509,BV_60509,Pont-Sainte-Maxence,ZE_3211,Creil,"49,2980155","2,604702",,
id_1266,Amap,"66 Rue Francis Baulier
42100
Saint-Étienne",66 Rue Francis Baulier,CP_42100,Saint-Étienne,Saint-Étienne,CI_42218,BV_42218,Saint-Étienne,ZE_8428,Saint Etienne,"45,4291004","4,3924572",,
id_1267,Amap,"Allée des Causses
31300
Toulouse",Allée des Causses,CP_31300,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,617707","1,4012289",,
id_1268,Amap,"165 Rue Maurice Berteaux
95870
Bezons",165 Rue Maurice Berteaux,CP_95870,Bezons,Bezons,CI_95063,BV_75056,Paris,ZE_1114,Seine-Yvelinoise,"48,9230528","2,2163823",,
id_1269,Amap,"Rue de l'Abreuvoir
55210
Vigneulles-lès-Hattonchâtel",Rue de l'Abreuvoir,CP_55210,Vigneulles-lès-Hattonchâtel,Vigneulles-lès-Hattonchâtel,CI_55551,BV_55463,Saint-Mihiel,ZE_4426,Verdun,"48,9817654","5,700292",,
id_1270,Amap,"Place du 8 Mai 1945
13500
Martigues",Place du 8 Mai 1945,CP_13500,Martigues,Martigues,CI_13056,BV_13056,Martigues,ZE_9313,Martigues-Salon,"43,399401","5,056438547",,
id_1271,Amap,"3 Rue des Burons
37130
Bréhémont",3 Rue des Burons,CP_37130,Bréhémont,Bréhémont,CI_37038,BV_37123,Langeais,ZE_2406,Chinon,"47,295879","0,375806",,
id_1272,Amap,"Rue de Boismurie
25410
Saint-Vit",Rue de Boismurie,CP_25410,Saint-Vit,Saint-Vit,CI_25527,BV_25527,Saint-Vit,ZE_2706,Besançon,"47,1947583","5,8202175",,
id_1273,Amap,"8 Rue Pierre Joly
95100
Argenteuil",8 Rue Pierre Joly,CP_95100,Argenteuil,Argenteuil,CI_95018,BV_75056,Paris,ZE_1109,Paris,"48,9459174","2,2508019",,
id_1274,"
Amap - Gac Vendôme","17 Rue Roger Salengro
41100
Saint-Ouen",17 Rue Roger Salengro,CP_41100,Saint-Ouen,Saint-Ouen,CI_41226,BV_41269,Vendôme,ZE_2414,Vendôme,"47,8208495","1,0792088",,
id_1275,"
Amap - Les Amis De La Ferme De Bagnolet","129 Rue Robespierre
93170
Bagnolet",129 Rue Robespierre,CP_93170,Bagnolet,Bagnolet,CI_93006,BV_75056,Paris,ZE_1109,Paris,"48,8610568","2,4201603",,
id_1276,"
Amap - Terre D'Ici","Halle du fort de Sucy
94370
Sucy-en-Brie",Halle du fort de Sucy,CP_94370,Sucy-en-Brie,Sucy-en-Brie,CI_94071,BV_75056,Paris,ZE_1109,Paris,48.7711323,2.5221284,,
id_1277,Amap 12°,"1 Rue Hector Malot
75012
Paris",1 Rue Hector Malot,CP_75012,Paris,PARIS 12,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8454944","2,3751478",,
id_1278,"
Amap À Ma Pomme","15 Avenue Verhaeren
59000
Lille",15 Avenue Verhaeren,CP_59000,Lille,Lille,CI_59350,BV_59350,Lille,ZE_3216,Lille,"50,6194913","3,0317811",,
id_1279,Amap À Vapeur,"145 Rue de la Carreterie
84000
Avignon",145 Rue de la Carreterie,CP_84000,Avignon,Avignon,CI_84007,BV_84007,Avignon,ZE_0053,Avignon,"43,9516205","4,816737",,
id_1280,"
Amap Amapatate","Maison Pour La Planète
74960
Meythet",Maison Pour La Planète,CP_74960,Meythet,Annecy,CI_74010,BV_74010,Annecy,ZE_8401,Annecy,"45,92479905","6,101793053",,
id_1281,"
Amap Art Du Panier","Rue Just Hauy
80000
Amiens",Rue Just Hauy,CP_80000,Amiens,Amiens,CI_80021,BV_80021,Amiens,ZE_3202,Amiens,"49,8868754","2,3128664",,
id_1282,Amap Atout Bio,"Bld Emile Zola
13500
Martigues",Bld Emile Zola,CP_13500,Martigues,Martigues,CI_13056,BV_13056,Martigues,ZE_9313,Martigues-Salon,43.3995412,5.0564485,,
id_1283,"
Amap Auribel","06810
Auribeau-sur-Siagne",,CP_06810,Auribeau-sur-Siagne,Auribeau-sur-Siagne,CI_06007,BV_06029,Cannes,ZE_9304,Cannes,"43,6001505","6,9105552",,
id_1284,Amap Avallon,"89200
Avallon",,CP_89200,Avallon,Avallon,CI_89025,BV_89025,Avallon,ZE_2703,Avallon,"47,4885365","3,9070658",,
id_1285,Amap Bagatelle Les Petits Pois,"13008
Marseille",,CP_13008,Marseille,MARSEILLE 08,CI_13055,BV_13055,Marseille,ZE_9312,Marseille,"43,2961743","5,3699525",,
id_1286,"
Amap Balico","6 Rue Alfred Binet
06000
Nice",6 Rue Alfred Binet,CP_06000,Nice,Nice,CI_06088,BV_06088,Nice,ZE_9315,Nice,"43,7088736","7,2598779",,
id_1287,"
Amap Balma2","31130
Balma",,CP_31130,Balma,Balma,CI_31044,BV_31555,Toulouse,ZE_7625,Toulouse,"43,6096587","1,4980089",,
id_1288,"
Amap Baziège","31450
Baziège",,CP_31450,Baziège,Baziège,CI_31048,BV_31582,Villefranche-de-Lauragais,ZE_7625,Toulouse,"43,4552","1,61312",,
id_1289,"
Amap Beaubrun","14 Rue Claude Deverchère
42000
Saint-Étienne",14 Rue Claude Deverchère,CP_42000,Saint-Étienne,Saint-Étienne,CI_42218,BV_42218,Saint-Étienne,ZE_8428,Saint Etienne,"45,4336839","4,3808432",,
id_1290,Amap Belle De Mai,"13004
Marseille",,CP_13004,Marseille,MARSEILLE 04,CI_13055,BV_13055,Marseille,ZE_9312,Marseille,"43,2961743","5,3699525",,
id_1291,"
Amap Bio En Brenne","Place Charles de Gaulle
37380
Monnaie",Place Charles de Gaulle,CP_37380,Monnaie,Monnaie,CI_37153,BV_37261,Tours,ZE_2413,Tours,"47,5015232","0,7852955",,
id_1292,Amap Bocageot,"5 Place Jacques Brel
78280
Guyancourt",5 Place Jacques Brel,CP_78280,Guyancourt,Guyancourt,CI_78297,BV_75056,Paris,ZE_1115,Versailles-Saint-Quentin,"48,77504795","2,050583538",,
id_1293,"
Amap Bouillon De Cultures","Ejc Soissons 7 Rue Jean De Dormans
02200
Soissons",Ejc Soissons 7 Rue Jean De Dormans,CP_02200,Soissons,Soissons,CI_02722,BV_02722,Soissons,ZE_3221,Soissons,49.386001,3.327817,,
id_1294,"
Amap Boulazac","Rue Antoine Deschamps
24000
Périgueux",Rue Antoine Deschamps,CP_24000,Périgueux,Périgueux,CI_24322,BV_24322,Périgueux,ZE_7523,Périgueux,"45,1827281","0,7420076",,
id_1295,Amap Ca Champagne Ardenne,"16 bis Rue Gustave Flaubert
51100
Reims",16 bis Rue Gustave Flaubert,CP_51100,Reims,Reims,CI_51454,BV_51454,Reims,ZE_4413,Reims,"49,2407492","4,0002959",,
id_1296,"
Amap Cagette À Venir","Route Des Bas Rupt
88400
Gerardmer",Route Des Bas Rupt,CP_88400,Gerardmer,Gérardmer,CI_88196,BV_88196,Gérardmer,ZE_4414,Remiremont,48.0705772,6.8776965,,
id_1297,"
Amap Campousse","C/O Insead - Bld De Constance
77305
Fontainebleau",C/O Insead - Bld De Constance,CP_77305,Fontainebleau,Fontainebleau,CI_77186,BV_77186,Fontainebleau,ZE_1105,Fontainebleau-Nemours,48.3974448,2.6917806,,
id_1298,"
Amap Campus","Rue Lavoisier
76130
Mont-Saint-Aignan",Rue Lavoisier,CP_76130,Mont-Saint-Aignan,Mont-Saint-Aignan,CI_76451,BV_76540,Rouen,ZE_2815,Rouen,"49,4565946","1,068965",,
id_1299,"
Amap Campus À Cultiver","39 Rue Camille Guérin
87000
Limoges",39 Rue Camille Guérin,CP_87000,Limoges,Limoges,CI_87085,BV_87085,Limoges,ZE_7517,Limoges,"45,8180301","1,2321799",,
id_1300,"Amap Cannes Lérins
","06150
Cannes",,CP_06150,Cannes,Cannes,CI_06029,BV_06029,Cannes,ZE_9304,Cannes,"43,5515198","7,0134418",,
id_1301,"
Amap Cantagal","15 Route de Meze
34560
Villeveyrac",15 Route de Meze,CP_34560,Villeveyrac,Villeveyrac,CI_34341,BV_34157,Mèze,ZE_7623,Sète,"43,4973464","3,6037686",,
id_1302,"
Amap Cap Berriat","38100
Grenoble",,CP_38100,Grenoble,Grenoble,CI_38185,BV_38185,Grenoble,ZE_8409,Grenoble,"45,1875602","5,7357819",,
id_1303,"
Amap Capra Parc","Pietrignani
20230
Santa-Lucia-di-Moriani",Pietrignani,CP_20230,Santa-Lucia-di-Moriani,Santa-Lucia-di-Moriani,CI_2B307,BV_2B207,Penta-di-Casinca,ZE_9402,Bastia,42.3842071,9.5299084,,
id_1304,"
Amap Casanova","36 Rue Danielle Casanova
31000
Toulouse",36 Rue Danielle Casanova,CP_31000,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,6138089","1,4367234",,
id_1305,"
Amap Ce Arpège (Rilleux)","69270
Cailloux-sur-Fontaines",,CP_69270,Cailloux-sur-Fontaines,Cailloux-sur-Fontaines,CI_69033,BV_69123,Lyon,ZE_8421,Lyon,"45,8523803","4,8737656",,
id_1306,Amap Cete - L'Isle D'Abeau,"38080
L'Isle-d'Abeau",,CP_38080,L'Isle-d'Abeau,L'Isle-d'Abeau,CI_38193,BV_38053,Bourgoin-Jallieu,ZE_8406,Bourgoin-Jallieu,"45,6230017","5,2298398",,
id_1307,"
Amap Champs Libres","Foyer Félix-Gaillard
16300
Barbezieux Saint Hilaire",Foyer Félix-Gaillard,CP_16300,Barbezieux Saint Hilaire,Barbezieux-Saint-Hilaire,CI_16028,BV_16028,Barbezieux-Saint-Hilaire,ZE_7509,Cognac,45.4812213,-0.1419472,,
id_1308,"
Amap Choux Radis Choux","77240
Vert-Saint-Denis",,CP_77240,Vert-Saint-Denis,Vert-Saint-Denis,CI_77495,BV_75056,Paris,ZE_1104,Evry,"48,5671024","2,6252499",,
id_1309,"
Amap Cidamos","13990
Fontvieille",,CP_13990,Fontvieille,Fontvieille,CI_13038,BV_13004,Arles,ZE_0052,Arles,"43,7264844","4,707674",,
id_1310,"
Amap Cojeul","La Marais, Rue De Mercatel
62175
Boisleux Saint Marc","La Marais, Rue De Mercatel",CP_62175,Boisleux Saint Marc,Boisleux-Saint-Marc,CI_62152,BV_62041,Arras,ZE_3203,Arras,50.2127471,2.8019222,,
id_1311,"
Amap Colombes","92700
Colombes",,CP_92700,Colombes,Colombes,CI_92025,BV_75056,Paris,ZE_1109,Paris,"48,922788","2,2543577",,
id_1312,Amap Coluche,"26350
Crépol",,CP_26350,Crépol,Crépol,CI_26107,BV_26301,Saint-Donat-sur-l'Herbasse,ZE_8427,Romans sur Isère,"45,1744657","5,0709938",,
id_1313,"
Amap Condorcet","Rue Condorcet
02240
Ribemont",Rue Condorcet,CP_02240,Ribemont,Ribemont,CI_02648,BV_02361,Guise,ZE_3220,Saint-Quentin,"49,7961688","3,4599094",,
id_1314,"
Amap Costa Hyères","4 place général Ducournau
83250
La Londe les maures",4 place général Ducournau,CP_83250,La Londe les maures,La Londe-les-Maures,CI_83071,BV_83071,La Londe-les-Maures,ZE_9318,Toulon,43.1381313,6.2355346,,
